WS151117_10nM,D:11,11.0,27-95858,B:2
WS151117_10nM,C:11,11.0,27-95858,B:2
WS151117_10nM,B:11,11.0,27-95858,B:2
WS151117_10nM,H:9,11.0,27-95858,B:2
WS151117_10nM,G:9,11.0,27-95858,B:2
WS151117_10nM,D:10,11.0,27-95858,B:2
WS151117_10nM,B:10,11.0,27-95858,B:2
WS151117_10nM,B:2,4.71428571429,27-95858,A:1
WS151117_10nM,A:8,4.71428571429,27-95858,A:1
WS151117_10nM,H:7,4.71428571429,27-95858,A:1
WS151117_10nM,G:8,4.71428571429,27-95858,A:1
WS151117_10nM,F:8,4.71428571429,27-95858,A:1
WS151117_10nM,C:9,4.71428571429,27-95858,A:1
WS151117_10nM,B:9,4.71428571429,27-95858,A:1
